,pizza_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
40193,40194,bbq_ckn_m,2,2015-10-29,17:00:24,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
40318,40319,five_cheese_l,2,2015-10-30,13:42:12,18.5,37.0,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
40435,40436,big_meat_s,2,2015-10-31,13:08:25,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
40533,40534,cali_ckn_l,2,2015-10-31,19:48:00,20.75,41.5,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
40549,40550,pepperoni_m,2,2015-10-31,20:45:44,12.5,25.0,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
40570,40571,ckn_alfredo_m,2,2015-10-31,22:12:58,16.75,33.5,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
40788,40789,four_cheese_l,2,2015-02-11,16:51:39,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
41201,41202,four_cheese_l,2,2015-06-11,11:25:22,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
41294,41295,ital_supr_m,2,2015-06-11,16:39:11,16.5,33.0,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
41697,41698,five_cheese_l,2,2015-09-11,13:11:01,18.5,37.0,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
41701,41702,big_meat_s,2,2015-09-11,13:13:10,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
41739,41740,big_meat_s,2,2015-09-11,15:50:03,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
41922,41923,thai_ckn_l,2,2015-10-11,20:08:35,20.75,41.5,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
42002,42003,ital_supr_m,2,2015-11-11,16:40:22,16.5,33.0,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
42030,42031,hawaiian_l,2,2015-11-11,19:55:32,16.5,33.0,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
42067,42068,bbq_ckn_m,2,2015-12-11,13:24:59,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
42079,42080,hawaiian_l,2,2015-12-11,14:04:46,16.5,33.0,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
42297,42298,peppr_salami_s,2,2015-11-13,19:27:08,12.5,25.0,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
42303,42304,cali_ckn_m,2,2015-11-13,20:21:58,16.75,33.5,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
42766,42767,big_meat_s,2,2015-11-17,14:48:33,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
42805,42806,napolitana_l,2,2015-11-17,19:55:04,20.5,41.0,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
42846,42847,bbq_ckn_m,3,2015-11-18,12:25:12,16.75,50.25,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
43460,43461,big_meat_s,2,2015-11-22,21:29:54,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
43497,43498,five_cheese_l,2,2015-11-23,12:11:36,18.5,37.0,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
43509,43510,bbq_ckn_m,2,2015-11-23,12:41:00,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
43563,43564,bbq_ckn_s,2,2015-11-23,16:20:09,12.75,25.5,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
43603,43604,bbq_ckn_m,2,2015-11-23,20:43:33,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
43755,43756,bbq_ckn_m,2,2015-11-25,12:19:40,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
44091,44092,bbq_ckn_l,2,2015-11-26,19:22:07,20.75,41.5,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
44144,44145,ital_cpcllo_l,2,2015-11-27,11:29:51,20.5,41.0,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
44157,44158,big_meat_s,3,2015-11-27,12:13:36,12.0,36.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
44406,44407,big_meat_s,2,2015-11-28,12:35:13,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
44713,44714,big_meat_s,2,2015-11-30,17:44:06,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
44758,44759,bbq_ckn_m,2,2015-11-30,22:39:18,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
44777,44778,four_cheese_l,2,2015-01-12,12:20:51,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
44877,44878,pepperoni_l,2,2015-01-12,19:33:10,15.25,30.5,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
45076,45077,ital_cpcllo_m,2,2015-03-12,15:44:43,16.0,32.0,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
45255,45256,mexicana_l,2,2015-04-12,17:20:39,20.25,40.5,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
45351,45352,big_meat_s,2,2015-05-12,12:41:09,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
45504,45505,cali_ckn_s,2,2015-06-12,13:17:16,12.75,25.5,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
45560,45561,big_meat_s,2,2015-06-12,17:59:22,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
45600,45601,veggie_veg_m,2,2015-06-12,19:45:13,16.0,32.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
45740,45741,big_meat_s,2,2015-07-12,19:50:05,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
45780,45781,pepperoni_m,2,2015-08-12,12:28:25,12.5,25.0,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
46265,46266,cali_ckn_l,2,2015-11-12,19:03:41,20.75,41.5,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
46419,46420,big_meat_s,2,2015-12-12,20:29:18,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
46429,46430,sicilian_s,2,2015-12-12,21:07:05,12.25,24.5,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
46542,46543,cali_ckn_l,2,2015-12-13,18:58:46,20.75,41.5,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
46715,46716,brie_carre_s,2,2015-12-15,12:14:37,23.65,47.3,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza
47016,47017,cali_ckn_l,2,2015-12-17,16:12:43,20.75,41.5,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
47098,47099,big_meat_s,2,2015-12-18,12:35:06,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
47427,47428,bbq_ckn_l,2,2015-12-20,13:56:21,20.75,41.5,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
47703,47704,classic_dlx_m,2,2015-12-22,16:39:25,16.0,32.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
47738,47739,big_meat_s,2,2015-12-22,20:06:25,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
47772,47773,big_meat_s,2,2015-12-23,12:35:26,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
47827,47828,sicilian_l,2,2015-12-23,17:05:56,20.25,40.5,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
47972,47973,calabrese_m,2,2015-12-24,17:53:26,16.25,32.5,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
48364,48365,big_meat_s,2,2015-12-29,19:38:11,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
48382,48383,bbq_ckn_m,2,2015-12-30,11:57:57,16.75,33.5,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
48417,48418,prsc_argla_m,2,2015-12-30,15:45:32,16.5,33.0,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
48430,48431,hawaiian_s,2,2015-12-30,17:41:53,10.5,21.0,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
48454,48455,pepperoni_l,2,2015-12-31,12:01:03,15.25,30.5,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
48495,48496,big_meat_s,2,2015-12-31,15:35:37,12.0,24.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
48575,48576,bbq_ckn_l,2,2015-12-31,19:05:04,20.75,41.5,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
